strain,marker,amr_class,locus_tag,protein_id,L1_genome_present,L1_genome_status,L1_genomic_neighbors,L2_rna_present,L2_transcriptome_status,L2_RNA_RPMI,L2_RNA_Sera,L2_RNA_logFC_rawdiff,L2_RNA_log2_derived,L2_RNA_direction,L3_protein_present,L3_proteome_status,L3_Protein_RPMI,L3_Protein_Sera,L3_Protein_logFC,L3_Protein_Regulation,L4_metabolites,L4_metabolome_status,L4_metabolite_names,L5_kegg_pathways,L5_kegg_status,L5_kegg_names,L6_cog_categories,L6_cog_status,L7_go_terms,L7_go_status,L7_go_ids,L7_go_recovered_count,L7_go_recovered_ids,recovered_uniprot_id,recovered_protein_name,recovered_function,L8_ppi_neighbors,L8_ppi_amr_status,L8_ppi_clusters,L8_amr_mechanisms,rna_protein_concordance,hyperedge_types,n_hyperedges,layer_coverage,multi_omics_layer_coverage,layer_coverage_pct,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_missing_layers,status,hyperedges
B36,tet(A),tetracycline,EW036_RS26095,,True,observed,2,True,observed,489.0,12342.166666666666,11853.166666666666,4.657617406351058,up,False,not_observed,,,,,0,not_observed,,0,not_observed,,E (Amino acid metabolism); G (Carbohydrate metabolism); P (Inorganic ion transport),observed,0,not_observed,,0,,P02982,"Tetracycline resistance protein, class A",Resistance to tetracycline by an active tetracycline efflux. This is an energy-dependent process that decreases the accumulation of the antibiotic in whole cells. This protein functions as a metal-tetracycline/H(+) antiporter,0,observed,,tetracycline,unavailable,amr_mechanism; cog_category,4,4,4,50.0%,directly_observed; graph_derived; annotation_mediated,1,406,4,0,0,multi_omics,"[{'hyperedge_id': 2662, 'type': 'cog_category', 'name': 'COG_G: Carbohydrate transport and metabolism', 'n_nodes': 225}, {'hyperedge_id': 2668, 'type': 'cog_category', 'name': 'COG_P: Inorganic ion transport and metabolism', 'n_nodes': 277}, {'hyperedge_id': 2670, 'type': 'cog_category', 'name': 'COG_E: Amino acid transport and metabolism', 'n_nodes': 359}, {'hyperedge_id': 2675, 'type': 'amr_mechanism', 'name': 'tetracycline_resistance', 'n_nodes': 2}]"
B36,dfrA17,trimethoprim,EW036_RS26140,WP_001389366.1,True,observed,2,True,observed,11067.5,7271.666666666667,-3795.833333333333,-0.6059714004425222,down,True,observed,20.65146188990572,20.545247248569076,-0.1062146413366491,Stable,162,observed,"ADP; Acetoacetic acid; Niacinamide; Betaine; Urocanic acid; L-2-Hydroxyglutaric acid; Phthalic acid; D-2-Hydroxyglutaric acid; Isomaltose; Methylsuccinic acid; Glyceric acid; Adenosine 2',3'-cyclic phosphate; Pantothenic acid; Cytidine; Malonic acid; Dihydroxyacetone phosphate; Palmitic acid; cis-Aconitic acid; Orotidine; Adenosine monophosphate; Phenylacetic acid; Mannitol; Glycine; Hexadecanedioic acid; Thiamine pyrophosphate; Dihydroxyacetone; D-Maltose; L-Proline; Dimethylglycine; L-Glutamic acid; L-Serine; D-Sedoheptulose 7-phosphate; Guanosine; myo-Inositol; Adenine; Cellobiose; Cadaverine; Fumaric acid; L-Homoserine; L-Dehydroascorbic acid; FAD; L-Lysine; Oxalic acid; Glycolic acid; D-Ribose 5-phosphate; Mesaconic acid; p-Aminobenzoic acid; D-Aspartic acid; Citric acid; 5-Aminopentanoic acid; D-Mannose; D-Galactose; Succinic acid; N-Acetyl-L-aspartic acid; Cytidine monophosphate; Coenzyme A; Maleic acid; Ureidopropionic acid; L-Allothreonine; Acetyl-CoA; N-Acetylglutamic acid; Stearic acid; L-Threonine; L-Methionine; L-Histidine; 2-Isopropylmalic acid; Oxoglutaric acid; L-Tyrosine; D-Glutamic acid; Inosine; Benzoic acid; Uridine 5'-monophosphate; Raffinose; D-Xylose; D-Glutamine; Uridine diphosphategalactose; Sorbitol; Glucose 6-phosphate; Thymidine; Allose; Palmitoleic acid; Deoxyadenosine monophosphate; Hypoxanthine; Uracil; Guanosine monophosphate; S-Adenosylhomocysteine; dCMP; Alpha-D-Glucose; Myristic acid; Uridine diphosphate glucose; Xanthine; D-Lysine; Cytosine; Glutathione; L-Cysteine; Uridine diphosphate-N-acetylglucosamine; L-Valine; Sucrose; Isocitric acid; L-Lactic acid; Gamma-Aminobutyric acid; NADPH; Ethanolamine; N6-Acetyl-L-lysine; Caprylic acid; D-Arabitol; scyllo-Inositol; Oxidized glutathione; Glycerol 3-phosphate; D-Alanine; L-Aspartic acid; Phosphonoacetate; L-Arginine; D-Arabinose; Deoxycytidine; Adenosine triphosphate; L-Leucine; Uridine; L-Homocysteine; L-Tryptophan; beta-Alanine; Nicotinic acid; N-Acetyl-L-phenylalanine; Adenosine; Citraconic acid; D-Glucose; Pyruvic acid; 2-Methylcitric acid; L-Phenylalanine; Uridine 5'-diphosphate; Thymine; Guanine; Itaconic acid; NADH; Ethylmalonic acid; Galactitol; Orotic acid; 4-Hydroxybenzoic acid; Butyric acid; N-Acetylmannosamine; L-Sorbose; Dihydrouracil; Linoleic acid; L-Isoleucine; L-Malic acid; Cyclic AMP; 5'-Methylthioadenosine; Mannose 6-phosphate; D-Fructose; D-Lactic acid; Pyrocatechol; Glycerol; Glucose 1-phosphate; Dodecanoic acid; Glutaric acid; Capric acid; Aminoadipic acid; D-Ribose; Phosphoenolpyruvic acid; 4-Hydroxyphenylpyruvic acid; L-Alanine; N-Acetylneuraminic acid",8,observed,ko00670; ko00790; ko01100; ko01523; map00670; map00790; map01100; map01523,H (Coenzyme metabolism),observed,7,observed,GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661,7,GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661,Q7BPP7,dihydrofolate reductase,"Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis",0,observed,,trimethoprim,concordant,amr_mechanism; cog_category; go_term; kegg_pathway; metabolic_pathway; multi_omics_triple,22,8,8,100.0%,directly_observed; graph_derived; annotation_mediated; inferred,164,424,17,162,0,multi_omics,"[{'hyperedge_id': 2257, 'type': 'multi_omics_triple', 'name': 'Triple_EW036_RS26140', 'n_nodes': 3}, {'hyperedge_id': 2293, 'type': 'kegg_pathway', 'name': 'map01100', 'n_nodes': 629}, {'hyperedge_id': 2294, 'type': 'kegg_pathway', 'name': 'ko01100', 'n_nodes': 629}, {'hyperedge_id': 2387, 'type': 'kegg_pathway', 'name': 'map00670', 'n_nodes': 18}, {'hyperedge_id': 2388, 'type': 'kegg_pathway', 'name': 'ko00670', 'n_nodes': 18}, {'hyperedge_id': 2397, 'type': 'kegg_pathway', 'name': 'map01523', 'n_nodes': 7}, {'hyperedge_id': 2398, 'type': 'kegg_pathway', 'name': 'ko01523', 'n_nodes': 7}, {'hyperedge_id': 2467, 'type': 'kegg_pathway', 'name': 'map00790', 'n_nodes': 23}, {'hyperedge_id': 2468, 'type': 'kegg_pathway', 'name': 'ko00790', 'n_nodes': 23}, {'hyperedge_id': 2658, 'type': 'cog_category', 'name': 'COG_H: Coenzyme transport and metabolism', 'n_nodes': 198}, {'hyperedge_id': 2676, 'type': 'amr_mechanism', 'name': 'trimethoprim_resistance', 'n_nodes': 3}, {'hyperedge_id': 2706, 'type': 'go_term', 'name': 'GO:0005829: C:cytosol', 'n_nodes': 493}, {'hyperedge_id': 3142, 'type': 'go_term', 'name': 'GO:0006730: P:one-carbon metabolic process', 'n_nodes': 6}, {'hyperedge_id': 3149, 'type': 'go_term', 'name': 'GO:0046654: P:tetrahydrofolate biosynthetic process', 'n_nodes': 5}, {'hyperedge_id': 3217, 'type': 'go_term', 'name': 'GO:0050661: F:NADP binding', 'n_nodes': 14}, {'hyperedge_id': 3472, 'type': 'metabolic_pathway', 'name': 'Metabolic_map01100', 'n_nodes': 791}, {'hyperedge_id': 3552, 'type': 'metabolic_pathway', 'name': 'Metabolic_map00670', 'n_nodes': 28}, {'hyperedge_id': 3564, 'type': 'metabolic_pathway', 'name': 'Metabolic_map01523', 'n_nodes': 11}, {'hyperedge_id': 3688, 'type': 'metabolic_pathway', 'name': 'Metabolic_map00790', 'n_nodes': 25}, {'hyperedge_id': 3699, 'type': 'go_term', 'name': 'GO:0004146: GO:0004146', 'n_nodes': 1}, {'hyperedge_id': 3700, 'type': 'go_term', 'name': 'GO:0046452: GO:0046452', 'n_nodes': 1}, {'hyperedge_id': 3701, 'type': 'go_term', 'name': 'GO:0046655: GO:0046655', 'n_nodes': 1}]"
B36,aadA5,aminoglycoside,EW036_RS26145,,True,observed,2,True,observed,3909.8333333333335,3557.333333333333,-352.5,-0.13631094446829622,down,False,not_observed,,,,,0,not_observed,,0,not_observed,,S (Unknown function),observed,0,not_observed,,0,,Q9R3A9,Aminoglycoside (3'') (9) adenylyltransferase,nan,0,observed,,aminoglycoside,unavailable,amr_mechanism; cog_category,2,4,4,50.0%,directly_observed; graph_derived; annotation_mediated,1,404,2,0,0,multi_omics,"[{'hyperedge_id': 2656, 'type': 'cog_category', 'name': 'COG_S: Function unknown', 'n_nodes': 769}, {'hyperedge_id': 2677, 'type': 'amr_mechanism', 'name': 'aminoglycoside_resistance', 'n_nodes': 2}]"
B36,sul1,sulfonamide,EW036_RS26155,WP_000259031.1,True,observed,1,True,observed,1459.1666666666667,1118.5,-340.66666666666674,-0.3835794215406452,down,True,observed,16.770967054399573,15.960649543944603,-0.8103175104549685,Stable,162,observed,"ADP; Acetoacetic acid; Niacinamide; Betaine; Urocanic acid; L-2-Hydroxyglutaric acid; Phthalic acid; D-2-Hydroxyglutaric acid; Isomaltose; Methylsuccinic acid; Glyceric acid; Adenosine 2',3'-cyclic phosphate; Pantothenic acid; Cytidine; Malonic acid; Dihydroxyacetone phosphate; Palmitic acid; cis-Aconitic acid; Orotidine; Adenosine monophosphate; Phenylacetic acid; Mannitol; Glycine; Hexadecanedioic acid; Thiamine pyrophosphate; Dihydroxyacetone; D-Maltose; L-Proline; Dimethylglycine; L-Glutamic acid; L-Serine; D-Sedoheptulose 7-phosphate; Guanosine; myo-Inositol; Adenine; Cellobiose; Cadaverine; Fumaric acid; L-Homoserine; L-Dehydroascorbic acid; FAD; L-Lysine; Oxalic acid; Glycolic acid; D-Ribose 5-phosphate; Mesaconic acid; p-Aminobenzoic acid; D-Aspartic acid; Citric acid; 5-Aminopentanoic acid; D-Mannose; D-Galactose; Succinic acid; N-Acetyl-L-aspartic acid; Cytidine monophosphate; Coenzyme A; Maleic acid; Ureidopropionic acid; L-Allothreonine; Acetyl-CoA; N-Acetylglutamic acid; Stearic acid; L-Threonine; L-Methionine; L-Histidine; 2-Isopropylmalic acid; Oxoglutaric acid; L-Tyrosine; D-Glutamic acid; Inosine; Benzoic acid; Uridine 5'-monophosphate; Raffinose; D-Xylose; D-Glutamine; Uridine diphosphategalactose; Sorbitol; Glucose 6-phosphate; Thymidine; Allose; Palmitoleic acid; Deoxyadenosine monophosphate; Hypoxanthine; Uracil; Guanosine monophosphate; S-Adenosylhomocysteine; dCMP; Alpha-D-Glucose; Myristic acid; Uridine diphosphate glucose; Xanthine; D-Lysine; Cytosine; Glutathione; L-Cysteine; Uridine diphosphate-N-acetylglucosamine; L-Valine; Sucrose; Isocitric acid; L-Lactic acid; Gamma-Aminobutyric acid; NADPH; Ethanolamine; N6-Acetyl-L-lysine; Caprylic acid; D-Arabitol; scyllo-Inositol; Oxidized glutathione; Glycerol 3-phosphate; D-Alanine; L-Aspartic acid; Phosphonoacetate; L-Arginine; D-Arabinose; Deoxycytidine; Adenosine triphosphate; L-Leucine; Uridine; L-Homocysteine; L-Tryptophan; beta-Alanine; Nicotinic acid; N-Acetyl-L-phenylalanine; Adenosine; Citraconic acid; D-Glucose; Pyruvic acid; 2-Methylcitric acid; L-Phenylalanine; Uridine 5'-diphosphate; Thymine; Guanine; Itaconic acid; NADH; Ethylmalonic acid; Galactitol; Orotic acid; 4-Hydroxybenzoic acid; Butyric acid; N-Acetylmannosamine; L-Sorbose; Dihydrouracil; Linoleic acid; L-Isoleucine; L-Malic acid; Cyclic AMP; 5'-Methylthioadenosine; Mannose 6-phosphate; D-Fructose; D-Lactic acid; Pyrocatechol; Glycerol; Glucose 1-phosphate; Dodecanoic acid; Glutaric acid; Capric acid; Aminoadipic acid; D-Ribose; Phosphoenolpyruvic acid; 4-Hydroxyphenylpyruvic acid; L-Alanine; N-Acetylneuraminic acid",4,observed,ko00790; ko01100; map00790; map01100,H (Coenzyme metabolism),observed,6,observed,GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046677; GO:0046872,6,GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046677; GO:0046872,P0C002,Dihydropteroate synthase type-1,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives (PubMed:37419898). Confers resistance to sulfonamide antibiotics, including sulfamethoxazole (SMX), sulfadiazine and sulfisoxazole (PubMed:37419898). The type II enzyme is stable whereas type I DHPS loses its activity rapidly",0,observed,,sulfonamide,concordant,amr_mechanism; cog_category; go_term; kegg_pathway; metabolic_pathway; multi_omics_triple,15,8,8,100.0%,directly_observed; graph_derived; annotation_mediated; inferred,164,416,12,162,0,multi_omics,"[{'hyperedge_id': 2258, 'type': 'multi_omics_triple', 'name': 'Triple_EW036_RS26155', 'n_nodes': 3}, {'hyperedge_id': 2293, 'type': 'kegg_pathway', 'name': 'map01100', 'n_nodes': 629}, {'hyperedge_id': 2294, 'type': 'kegg_pathway', 'name': 'ko01100', 'n_nodes': 629}, {'hyperedge_id': 2467, 'type': 'kegg_pathway', 'name': 'map00790', 'n_nodes': 23}, {'hyperedge_id': 2468, 'type': 'kegg_pathway', 'name': 'ko00790', 'n_nodes': 23}, {'hyperedge_id': 2658, 'type': 'cog_category', 'name': 'COG_H: Coenzyme transport and metabolism', 'n_nodes': 198}, {'hyperedge_id': 2678, 'type': 'amr_mechanism', 'name': 'sulfonamide_resistance', 'n_nodes': 3}, {'hyperedge_id': 2706, 'type': 'go_term', 'name': 'GO:0005829: C:cytosol', 'n_nodes': 493}, {'hyperedge_id': 2736, 'type': 'go_term', 'name': 'GO:0046677: P:response to antibiotic', 'n_nodes': 36}, {'hyperedge_id': 2761, 'type': 'go_term', 'name': 'GO:0046872: F:metal ion binding', 'n_nodes': 121}, {'hyperedge_id': 3149, 'type': 'go_term', 'name': 'GO:0046654: P:tetrahydrofolate biosynthetic process', 'n_nodes': 5}, {'hyperedge_id': 3156, 'type': 'go_term', 'name': 'GO:0046656: P:folic acid biosynthetic process', 'n_nodes': 3}, {'hyperedge_id': 3472, 'type': 'metabolic_pathway', 'name': 'Metabolic_map01100', 'n_nodes': 791}, {'hyperedge_id': 3688, 'type': 'metabolic_pathway', 'name': 'Metabolic_map00790', 'n_nodes': 25}, {'hyperedge_id': 3703, 'type': 'go_term', 'name': 'GO:0004156: GO:0004156', 'n_nodes': 1}]"
B36,mph(A),macrolide,EW036_RS26210,WP_000219391.1,True,observed,1,True,observed,228.0,469.3333333333333,241.3333333333333,1.0415791037513993,up,True,observed,21.830003646680787,21.426800749339957,-0.403202897340833,Stable,0,not_observed,,0,not_observed,,S (Unknown function),observed,1,observed,GO:0016740,1,GO:0016740,W9A1U1,nan,nan,0,observed,,macrolide,discordant,amr_mechanism; cog_category; go_term; multi_omics_triple,4,6,6,75.0%,directly_observed; graph_derived; annotation_mediated,2,405,3,0,0,multi_omics,"[{'hyperedge_id': 2259, 'type': 'multi_omics_triple', 'name': 'Triple_EW036_RS26210', 'n_nodes': 3}, {'hyperedge_id': 2656, 'type': 'cog_category', 'name': 'COG_S: Function unknown', 'n_nodes': 769}, {'hyperedge_id': 2679, 'type': 'amr_mechanism', 'name': 'macrolide_resistance', 'n_nodes': 3}, {'hyperedge_id': 2809, 'type': 'go_term', 'name': 'GO:0016740: F:transferase activity', 'n_nodes': 9}]"
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,,True,observed,2,True,observed,472.6666666666667,617.8333333333334,145.16666666666669,0.38639458257963966,up,False,not_observed,,,,,3,observed,L-Cysteine; L-Valine; Aminoadipic acid,6,observed,ko00311; ko01130; ko01501; map00311; map01130; map01501,V (Defense mechanisms),observed,0,not_observed,,0,,A0A5R8T042,Beta-lactamase CTX-M-15,"Extended-spectrum beta-lactamase (ESBL) which confers resistance to penicillins, as well as first, second, third and fourth-generation cephalosporins (PubMed:11470367, PubMed:28069651, PubMed:29941650, PubMed:34310213, PubMed:35515906, PubMed:35563620). Has cefotaxime- and ceftazidime-hydrolyzing activity (PubMed:28069651, PubMed:29941650, PubMed:35515906). Inactive against the carbapenem antibiotics, imipenem, meropenem and ertapenem (PubMed:11470367, PubMed:29941650)",0,observed,,beta_lactam,unavailable,amr_mechanism; cog_category; kegg_pathway,8,6,6,75.0%,directly_observed; graph_derived; annotation_mediated; inferred,4,410,8,3,0,multi_omics,"[{'hyperedge_id': 2431, 'type': 'kegg_pathway', 'name': 'map01501', 'n_nodes': 20}, {'hyperedge_id': 2432, 'type': 'kegg_pathway', 'name': 'ko01501', 'n_nodes': 20}, {'hyperedge_id': 2521, 'type': 'kegg_pathway', 'name': 'ko01130', 'n_nodes': 207}, {'hyperedge_id': 2522, 'type': 'kegg_pathway', 'name': 'map01130', 'n_nodes': 207}, {'hyperedge_id': 2661, 'type': 'cog_category', 'name': 'COG_V: Defense mechanisms', 'n_nodes': 53}, {'hyperedge_id': 2680, 'type': 'amr_mechanism', 'name': 'beta_lactam_resistance', 'n_nodes': 4}, {'hyperedge_id': 3704, 'type': 'kegg_pathway', 'name': 'ko00311', 'n_nodes': 1}, {'hyperedge_id': 3705, 'type': 'kegg_pathway', 'name': 'map00311', 'n_nodes': 1}]"
B36,blaOXA-1,beta_lactam,EW036_RS26250,WP_001334766.1,True,observed,2,True,observed,152768.0,55698.833333333336,-97069.16666666666,-1.4556233623124741,down,True,observed,23.090526291650644,22.750577752156847,-0.3399485394937969,Stable,0,not_observed,,2,observed,ko01501; map01501,V (Defense mechanisms),observed,5,observed,GO:0008658; GO:0008800; GO:0017001; GO:0042597; GO:0046677,5,GO:0008658; GO:0008800; GO:0017001; GO:0042597; GO:0046677,P13661,Beta-lactamase OXA-1,"Class D beta-lactamase which confers resistance to the beta-lactam antibiotics, including amoxicillin and ticarcillin (PubMed:11353602). Acts via hydrolysis of the beta-lactam ring (PubMed:11353602, PubMed:19485421, PubMed:20086146). Has penicillin- and cephalosporin-hydrolyzing activities (PubMed:11353602, PubMed:19485421, PubMed:20086146)",0,observed,,beta_lactam,concordant,amr_mechanism; cog_category; go_term; kegg_pathway; multi_omics_triple,10,7,7,87.5%,directly_observed; graph_derived; annotation_mediated,2,412,9,0,0,multi_omics,"[{'hyperedge_id': 2260, 'type': 'multi_omics_triple', 'name': 'Triple_EW036_RS26250', 'n_nodes': 3}, {'hyperedge_id': 2431, 'type': 'kegg_pathway', 'name': 'map01501', 'n_nodes': 20}, {'hyperedge_id': 2432, 'type': 'kegg_pathway', 'name': 'ko01501', 'n_nodes': 20}, {'hyperedge_id': 2661, 'type': 'cog_category', 'name': 'COG_V: Defense mechanisms', 'n_nodes': 53}, {'hyperedge_id': 2680, 'type': 'amr_mechanism', 'name': 'beta_lactam_resistance', 'n_nodes': 4}, {'hyperedge_id': 2713, 'type': 'go_term', 'name': 'GO:0042597: C:periplasmic space', 'n_nodes': 31}, {'hyperedge_id': 2736, 'type': 'go_term', 'name': 'GO:0046677: P:response to antibiotic', 'n_nodes': 36}, {'hyperedge_id': 2795, 'type': 'go_term', 'name': 'GO:0008658: F:penicillin binding', 'n_nodes': 6}, {'hyperedge_id': 3319, 'type': 'go_term', 'name': 'GO:0008800: F:beta-lactamase activity', 'n_nodes': 4}, {'hyperedge_id': 3707, 'type': 'go_term', 'name': 'GO:0017001: GO:0017001', 'n_nodes': 1}]"
B36,aac(6')-Ib-cr5,fluoroquinolone,EW036_RS26255,WP_063840321.1,True,observed,2,True,observed,149940.83333333334,53339.66666666666,-96601.16666666669,-1.4911126111595856,down,True,observed,25.23985744485934,24.60224007860761,-0.6376173662517246,Stable,0,not_observed,,0,not_observed,,J (Translation),observed,2,observed,GO:0046677; GO:0047663,2,GO:0046677; GO:0047663,B0F5D7,Aminoglycoside N(6')-acetyltransferase type 1,nan,0,observed,,fluoroquinolone,concordant,amr_mechanism; cog_category; go_term; multi_omics_triple,5,6,6,75.0%,directly_observed; graph_derived; annotation_mediated,2,407,4,0,0,multi_omics,"[{'hyperedge_id': 2261, 'type': 'multi_omics_triple', 'name': 'Triple_EW036_RS26255', 'n_nodes': 3}, {'hyperedge_id': 2664, 'type': 'cog_category', 'name': 'COG_J: Translation, ribosomal structure and biogenesis', 'n_nodes': 428}, {'hyperedge_id': 2681, 'type': 'amr_mechanism', 'name': 'fluoroquinolone_resistance', 'n_nodes': 3}, {'hyperedge_id': 2736, 'type': 'go_term', 'name': 'GO:0046677: P:response to antibiotic', 'n_nodes': 36}, {'hyperedge_id': 3708, 'type': 'go_term', 'name': 'GO:0047663: GO:0047663', 'n_nodes': 1}]"
