strain,marker,amr_class,locus_tag,protein_id,L1_genome_present,L1_genome_status,L1_genomic_neighbors,L2_rna_present,L2_transcriptome_status,L2_RNA_RPMI,L2_RNA_Sera,L2_RNA_logFC_rawdiff,L2_RNA_log2_derived,L2_RNA_direction,L3_protein_present,L3_proteome_status,L3_Protein_RPMI,L3_Protein_Sera,L3_Protein_logFC,L3_Protein_Regulation,L4_metabolites,L4_metabolome_status,L4_metabolite_names,L5_kegg_pathways,L5_kegg_status,L5_kegg_names,L6_cog_categories,L6_cog_status,L7_go_terms,L7_go_status,L7_go_ids,L7_go_recovered_count,L7_go_recovered_ids,recovered_uniprot_id,recovered_protein_name,recovered_function,L8_ppi_neighbors,L8_ppi_amr_status,L8_ppi_clusters,L8_amr_mechanisms,rna_protein_concordance,hyperedge_types,n_hyperedges,layer_coverage,multi_omics_layer_coverage,layer_coverage_pct,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_missing_layers,status,hyperedges
MS_14387,blaTEM-1b,beta_lactam,FVE81_RS25140,WP_000027057.1,True,observed,2,True,observed,2390.5,3267.833333333333,877.3333333333335,0.4510219990632595,up,True,observed,19.899357401647865,19.56967674359336,-0.3296806580545031,Stable,3,observed,L-Cysteine; L-Valine; Aminoadipic acid,6,observed,ko00311; ko01130; ko01501; map00311; map01130; map01501,V (Defense mechanisms),observed,3,observed,GO:0008800; GO:0030655; GO:0046677,3,GO:0008800; GO:0030655; GO:0046677,P62593,Beta-lactamase TEM,"TEM-type are the most prevalent beta-lactamases in enterobacteria; they hydrolyze the beta-lactam bond in susceptible beta-lactam antibiotics, thus conferring resistance to penicillins and cephalosporins. TEM-3 and TEM-4 are capable of hydrolyzing cefotaxime and ceftazidime. TEM-5 is capable of hydrolyzing ceftazidime. TEM-6 is capable of hydrolyzing ceftazidime and aztreonam. TEM-8/CAZ-2, TEM-16/CAZ-7 and TEM-24/CAZ-6 are markedly active against ceftazidime. IRT-4 shows resistance to beta-lactamase inhibitors",0,observed,,beta_lactam,discordant,amr_mechanism; cog_category; go_term; kegg_pathway; metabolic_pathway; multi_omics_triple,13,8,8,100.0%,directly_observed; graph_derived; annotation_mediated; inferred,5,415,11,3,0,multi_omics,"[{'hyperedge_id': 2230, 'type': 'multi_omics_triple', 'name': 'Triple_FVE81_RS25140', 'n_nodes': 3}, {'hyperedge_id': 2452, 'type': 'kegg_pathway', 'name': 'map01501', 'n_nodes': 20}, {'hyperedge_id': 2453, 'type': 'kegg_pathway', 'name': 'ko01501', 'n_nodes': 20}, {'hyperedge_id': 2518, 'type': 'kegg_pathway', 'name': 'ko01130', 'n_nodes': 200}, {'hyperedge_id': 2519, 'type': 'kegg_pathway', 'name': 'map01130', 'n_nodes': 200}, {'hyperedge_id': 2635, 'type': 'cog_category', 'name': 'COG_V: Defense mechanisms', 'n_nodes': 44}, {'hyperedge_id': 2640, 'type': 'amr_mechanism', 'name': 'beta_lactam_resistance', 'n_nodes': 3}, {'hyperedge_id': 2774, 'type': 'go_term', 'name': 'GO:0046677: P:response to antibiotic', 'n_nodes': 33}, {'hyperedge_id': 2840, 'type': 'go_term', 'name': 'GO:0008800: F:beta-lactamase activity', 'n_nodes': 3}, {'hyperedge_id': 3543, 'type': 'metabolic_pathway', 'name': 'Metabolic_map00311', 'n_nodes': 4}, {'hyperedge_id': 3661, 'type': 'kegg_pathway', 'name': 'ko00311', 'n_nodes': 1}, {'hyperedge_id': 3662, 'type': 'kegg_pathway', 'name': 'map00311', 'n_nodes': 1}, {'hyperedge_id': 3663, 'type': 'go_term', 'name': 'GO:0030655: GO:0030655', 'n_nodes': 1}]"
MS_14387,strAB,aminoglycoside,FVE81_RS25180,WP_001082319.1,True,observed,1,True,observed,11147.833333333334,15767.666666666666,4619.833333333332,0.5002058442225842,up,True,observed,20.31181775364627,20.130766946923863,-0.181050806722407,Stable,0,not_observed,,0,not_observed,,J (Translation),observed,4,observed,GO:0005524; GO:0008910; GO:0046677; GO:0046872,4,GO:0005524; GO:0008910; GO:0046677; GO:0046872,Q8GJ11,Aminoglycoside 3'-phosphotransferase,nan,0,observed,,aminoglycoside,discordant,amr_mechanism; cog_category; go_term; multi_omics_triple,7,6,6,75.0%,directly_observed; graph_derived; annotation_mediated,2,408,6,0,0,multi_omics,"[{'hyperedge_id': 2232, 'type': 'multi_omics_triple', 'name': 'Triple_FVE81_RS25180', 'n_nodes': 3}, {'hyperedge_id': 2629, 'type': 'cog_category', 'name': 'COG_J: Translation, ribosomal structure and biogenesis', 'n_nodes': 430}, {'hyperedge_id': 2641, 'type': 'amr_mechanism', 'name': 'aminoglycoside_resistance', 'n_nodes': 4}, {'hyperedge_id': 2665, 'type': 'go_term', 'name': 'GO:0005524: F:ATP binding', 'n_nodes': 182}, {'hyperedge_id': 2693, 'type': 'go_term', 'name': 'GO:0046872: F:metal ion binding', 'n_nodes': 122}, {'hyperedge_id': 2774, 'type': 'go_term', 'name': 'GO:0046677: P:response to antibiotic', 'n_nodes': 33}, {'hyperedge_id': 3664, 'type': 'go_term', 'name': 'GO:0008910: GO:0008910', 'n_nodes': 1}]"
MS_14387,sul2,sulfonamide,FVE81_RS25175,WP_001043265.1,True,observed,2,True,observed,8685.333333333334,14819.5,6134.166666666666,0.770843648775588,up,True,observed,21.76492690478381,21.441530511352926,-0.3233963934308796,Stable,162,observed,"ADP; Acetoacetic acid; Niacinamide; Betaine; Urocanic acid; L-2-Hydroxyglutaric acid; Phthalic acid; D-2-Hydroxyglutaric acid; Isomaltose; Methylsuccinic acid; Glyceric acid; Adenosine 2',3'-cyclic phosphate; Pantothenic acid; Malonic acid; Cytidine; Dihydroxyacetone phosphate; Palmitic acid; cis-Aconitic acid; Orotidine; Adenosine monophosphate; Phenylacetic acid; Mannitol; Glycine; Hexadecanedioic acid; Thiamine pyrophosphate; Dihydroxyacetone; D-Maltose; L-Proline; Dimethylglycine; L-Glutamic acid; L-Serine; D-Sedoheptulose 7-phosphate; Guanosine; myo-Inositol; Cellobiose; Adenine; Cadaverine; Fumaric acid; L-Homoserine; L-Dehydroascorbic acid; FAD; L-Lysine; Oxalic acid; Glycolic acid; D-Ribose 5-phosphate; Mesaconic acid; p-Aminobenzoic acid; D-Aspartic acid; Citric acid; 5-Aminopentanoic acid; D-Mannose; D-Galactose; Succinic acid; N-Acetyl-L-aspartic acid; Cytidine monophosphate; Coenzyme A; Maleic acid; Ureidopropionic acid; L-Allothreonine; Acetyl-CoA; N-Acetylglutamic acid; Stearic acid; L-Threonine; L-Methionine; L-Histidine; 2-Isopropylmalic acid; Oxoglutaric acid; L-Tyrosine; D-Glutamic acid; Inosine; Benzoic acid; Uridine 5'-monophosphate; Raffinose; D-Xylose; D-Glutamine; Uridine diphosphategalactose; Sorbitol; Glucose 6-phosphate; Thymidine; Allose; Palmitoleic acid; Deoxyadenosine monophosphate; Hypoxanthine; Uracil; Guanosine monophosphate; S-Adenosylhomocysteine; dCMP; Alpha-D-Glucose; Myristic acid; Uridine diphosphate glucose; Xanthine; D-Lysine; Cytosine; Glutathione; L-Cysteine; Uridine diphosphate-N-acetylglucosamine; L-Valine; Sucrose; Isocitric acid; Gamma-Aminobutyric acid; L-Lactic acid; NADPH; Ethanolamine; N6-Acetyl-L-lysine; Caprylic acid; scyllo-Inositol; D-Arabitol; Oxidized glutathione; Glycerol 3-phosphate; D-Alanine; L-Aspartic acid; Phosphonoacetate; L-Arginine; D-Arabinose; Deoxycytidine; Adenosine triphosphate; L-Leucine; Uridine; L-Homocysteine; beta-Alanine; L-Tryptophan; Nicotinic acid; N-Acetyl-L-phenylalanine; Adenosine; Citraconic acid; D-Glucose; Pyruvic acid; 2-Methylcitric acid; L-Phenylalanine; Uridine 5'-diphosphate; Thymine; Guanine; Itaconic acid; NADH; Ethylmalonic acid; Galactitol; Orotic acid; 4-Hydroxybenzoic acid; Butyric acid; L-Sorbose; N-Acetylmannosamine; Dihydrouracil; Linoleic acid; L-Isoleucine; L-Malic acid; Cyclic AMP; 5'-Methylthioadenosine; Mannose 6-phosphate; D-Fructose; D-Lactic acid; Pyrocatechol; Glycerol; Glucose 1-phosphate; Dodecanoic acid; Glutaric acid; Capric acid; Aminoadipic acid; D-Ribose; Phosphoenolpyruvic acid; 4-Hydroxyphenylpyruvic acid; L-Alanine; N-Acetylneuraminic acid",4,observed,ko00790; ko01100; map00790; map01100,H (Coenzyme metabolism),observed,5,observed,GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872,5,GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872,B7JCH4,Dihydropteroate synthase,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives",0,observed,,sulfonamide,discordant,amr_mechanism; cog_category; go_term; kegg_pathway; metabolic_pathway; multi_omics_triple,14,8,8,100.0%,directly_observed; graph_derived; annotation_mediated; inferred,164,416,11,162,0,multi_omics,"[{'hyperedge_id': 2231, 'type': 'multi_omics_triple', 'name': 'Triple_FVE81_RS25175', 'n_nodes': 3}, {'hyperedge_id': 2260, 'type': 'kegg_pathway', 'name': 'map01100', 'n_nodes': 653}, {'hyperedge_id': 2261, 'type': 'kegg_pathway', 'name': 'ko01100', 'n_nodes': 653}, {'hyperedge_id': 2340, 'type': 'kegg_pathway', 'name': 'map00790', 'n_nodes': 24}, {'hyperedge_id': 2341, 'type': 'kegg_pathway', 'name': 'ko00790', 'n_nodes': 24}, {'hyperedge_id': 2624, 'type': 'cog_category', 'name': 'COG_H: Coenzyme transport and metabolism', 'n_nodes': 190}, {'hyperedge_id': 2642, 'type': 'amr_mechanism', 'name': 'sulfonamide_resistance', 'n_nodes': 3}, {'hyperedge_id': 2669, 'type': 'go_term', 'name': 'GO:0005829: C:cytosol', 'n_nodes': 492}, {'hyperedge_id': 2693, 'type': 'go_term', 'name': 'GO:0046872: F:metal ion binding', 'n_nodes': 122}, {'hyperedge_id': 2972, 'type': 'go_term', 'name': 'GO:0046656: P:folic acid biosynthetic process', 'n_nodes': 3}, {'hyperedge_id': 2975, 'type': 'go_term', 'name': 'GO:0046654: P:tetrahydrofolate biosynthetic process', 'n_nodes': 4}, {'hyperedge_id': 3433, 'type': 'metabolic_pathway', 'name': 'Metabolic_map01100', 'n_nodes': 815}, {'hyperedge_id': 3650, 'type': 'metabolic_pathway', 'name': 'Metabolic_map00790', 'n_nodes': 26}, {'hyperedge_id': 3665, 'type': 'go_term', 'name': 'GO:0004156: GO:0004156', 'n_nodes': 1}]"
