rank,candidate,candidate_name,entity_type,number_of_amr_determinants,number_of_strains,layers_supported,minimum_path_length,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_directly_measured_strains,strains,determinants,repeated_across_strains,determinant_fraction,hub_candidate,p_value,q_value,enrichment_significant
4310,FVE81_RS08125,ubiG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4311,FVE81_RS08265,napB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4312,FVE81_RS08410,yeiQ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4313,FVE81_RS08430,fruB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4314,FVE81_RS08440,fruA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4315,EW036_RS00130,ivbL,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4316,EW036_RS00140,ilvN,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4317,EW036_RS00875,envC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4318,EW036_RS01075,ysaA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4319,EW036_RS01820,gntR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4320,EW036_RS01830,gntU,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4321,EW036_RS01845,yhgN,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4322,EW036_RS01995,envZ,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4323,EW036_RS02005,yhgE,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4324,EW036_RS02070,hofQ,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4325,EW036_RS02085,damX,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4326,EW036_RS02090,dam,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4327,EW036_RS02195,fic,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4328,EW036_RS02210,yhfK,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4329,EW036_RS02760,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4330,EW036_RS02855,argR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4331,EW036_RS02865,degS,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4332,EW036_RS02905,nanR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4333,EW036_RS02915,nanT,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4334,EW036_RS02945,yhcC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4335,EW036_RS03125,secG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4336,EW036_RS03135,yhbX,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4337,EW036_RS03390,tdcA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4338,EW036_RS03425,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4339,EW036_RS04025,gpr,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4340,EW036_RS04035,yghW,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4341,EW036_RS04280,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4342,EW036_RS04290,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4343,EW036_RS04825,nupG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4344,EW036_RS04985,loiP,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4345,EW036_RS04995,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4346,EW036_RS05075,mscS,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4347,EW036_RS05110,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4348,EW036_RS05125,ibsC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4349,EW036_RS05165,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4350,EW036_RS05185,bglA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4351,EW036_RS05250,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4352,EW036_RS05410,lysR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4353,EW036_RS05420,galR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4354,EW036_RS05800,xni,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4355,EW036_RS05825,syd,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4356,EW036_RS05890,ygcG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4357,EW036_RS06035,ftsB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4358,EW036_RS06630,aroF,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4359,EW036_RS06645,pheL,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4360,EW036_RS06850,mltF,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4361,EW036_RS06860,qseE,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4362,EW036_RS06880,hmpA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4363,EW036_RS06890,yphH,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4364,EW036_RS06915,yphC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4365,EW036_RS06925,yphA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4366,EW036_RS07015,pbpC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4367,EW036_RS07120,ppk1,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4368,EW036_RS07170,gcvR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4369,EW036_RS07180,bamC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4370,EW036_RS07230,narQ,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4371,EW036_RS07240,nudK,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4372,EW036_RS07425,yfeK,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4373,EW036_RS07575,yfeO,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4374,EW036_RS07585,fryB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4375,EW036_RS07805,sixA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4376,EW036_RS07860,mepA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4377,EW036_RS07915,dedA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4378,EW036_RS07935,cvpA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4379,EW036_RS08005,yfcC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4380,EW036_RS08050,lrhA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4381,EW036_RS08265,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4382,EW036_RS09060,rutR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4383,EW036_RS09070,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4384,EW036_RS09415,fabH,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4385,EW036_RS09430,acpP,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaCTX-M-15,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4386,EW036_RS01710,ftsE,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4387,EW036_RS02185,ppiA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4388,EW036_RS02270,fkpA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4389,EW036_RS03040,mlaC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4390,EW036_RS05225,dsbC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4391,EW036_RS05525,amiC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4392,EW036_RS06550,bamE,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4393,EW036_RS09490,thiK,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4394,EW036_RS10160,cvrA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4395,EW036_RS10170,emtA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4396,EW036_RS10620,oppC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4397,EW036_RS11410,tpx,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4398,EW036_RS11440,pgrR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4399,EW036_RS11450,ynaI,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4400,EW036_RS15890,pbpG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4401,EW036_RS16230,napB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4402,EW036_RS16240,napG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4403,EW036_RS16245,napA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4404,EW036_RS16285,apbE,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4405,EW036_RS16295,rcsD,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4406,EW036_RS16300,rcsB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4407,EW036_RS17045,cspD,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4408,EW036_RS17250,dacC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4409,EW036_RS17470,hlyD,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4410,EW036_RS17480,ybhS,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4411,EW036_RS17745,tolB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4412,EW036_RS18310,mrdB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4413,EW036_RS18320,dacA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4414,EW036_RS18685,cusR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4415,EW036_RS19075,acrR,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4416,EW036_RS19090,tomB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4417,EW036_RS20920,aroP,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4418,EW036_RS20935,nadC,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4419,EW036_RS21255,folA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4420,EW036_RS21780,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4421,EW036_RS21790,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4422,EW036_RS21800,symE,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4423,EW036_RS22135,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4424,EW036_RS22830,fklB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4425,EW036_RS23160,frdD,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4426,EW036_RS23170,blc,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4427,EW036_RS23645,nrfB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4428,EW036_RS24190,rpoB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4429,EW036_RS25470,rbsB,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,B36,blaOXA-1,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4430,EW037_RS00175,nan,gene,1,1,genome,3,annotation_mediated,0,0,1,0,0,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4431,EW037_RS00285,nlpA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4432,EW037_RS00365,yicH,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4433,EW037_RS00460,rpmG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4434,EW037_RS00475,waaA,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4435,EW037_RS00480,rfaQ,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4436,EW037_RS00485,waaG,gene,1,1,genome,3,annotation_mediated,0,0,1,0,1,MS_14384,blaCMY-2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
