strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000535015.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000535015.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000548675.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000548675.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000551270.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000551270.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000590810.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000590810.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000617723.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000617723.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000624375.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000624375.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000648420.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000648420.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000653944.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000653944.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000669785.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000669785.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000678646.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000678646.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000712658.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000712658.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000725337.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000725337.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000729218.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000729218.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000735278.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000735278.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000748261.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000748261.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000753946.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000753946.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000756550.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000756550.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000756575.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000756575.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000758956.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000758956.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000759309.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000759309.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000776191.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000776191.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000800457.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000800457.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000803191.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000803191.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000812053.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000812053.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000818618.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000818618.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000824439.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000824439.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000828222.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000828222.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000843866.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000843866.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000918166.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000918166.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000940121.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000940121.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000964653.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000964653.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000974813.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000974813.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001029743.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001029743.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001033695.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001033695.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001036964.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001036964.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001044307.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001044307.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001051798.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001051798.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001056384.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001056384.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001061917.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001061917.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001092082.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001092082.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001130692.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001130692.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001132480.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001132480.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001144202.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001144202.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001202329.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001202329.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001203437.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001203437.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001221666.1,proteome,graph_context,2,EW037_RS20170;EW037_RS20175;WP_001221666.1,genomic_proximity;encodes,graph_derived,bounded_BFS (<= 4 hops),graph_derived
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001222876.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001222876.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001223800.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001223800.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001226928.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001226928.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001228981.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001228981.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001230242.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001230242.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001295175.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001295175.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001295307.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001295307.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001295343.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001295343.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001295643.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001295643.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001295833.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001295833.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001298717.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001298717.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001301905.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001301905.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001306211.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001306211.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001520983.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001520983.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001550478.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001550478.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001550610.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001550610.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001550611.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001550611.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001550869.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001550869.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001550894.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001550894.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_001551789.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_001551789.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_022645850.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_022645850.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_053273171.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_053273171.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:15422,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000263098.1;CHEBI:15422,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16016,metabolome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001226928.1;CHEBI:16016,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16027,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001144202.1;CHEBI:16027,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16108,metabolome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001226928.1;CHEBI:16108,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16474,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000624375.1;CHEBI:16474,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16761,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000818618.1;CHEBI:16761,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16857,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001144202.1;CHEBI:16857,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16908,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000624375.1;CHEBI:16908,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:16977,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000074527.1;CHEBI:16977,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:17659,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000461642.1;CHEBI:17659,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,CHEBI:30915,metabolome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000074527.1;CHEBI:30915,member_of_go_term;member_of_go_term;metabolised_by,inferred,bounded_BFS (<= 4 hops),inferred
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00175,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS00180;EW037_RS00175,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00285,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00285,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00365,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00365,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00460,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_001051798.1;EW037_RS00460,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00475,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00475,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00480,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00480,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00485,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00485,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00510,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00510,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00515,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00515,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00525,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00525,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00530,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00530,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00535,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00535,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00915,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS00915,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00965,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_001222876.1;EW037_RS00965,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00980,genome,graph_context,3,EW037_RS20170;map01501;EW037_RS00985;EW037_RS00980,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS00995,genome,graph_context,3,EW037_RS20170;map01501;EW037_RS00990;EW037_RS00995,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01055,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01055,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01070,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS01075;EW037_RS01070,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
