strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19005,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS19005,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19380,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS19380,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19420,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS19420,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19465,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS19465,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19620,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS19620,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19660,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS19660,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS19750,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS19750,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20010,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20010,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20040,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20040,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20315,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS20315,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20420,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20420,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20425,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20425,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20430,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20430,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20485,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20485,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20490,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20490,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20580,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20580,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20590,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20590,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20620,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20620,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20660,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20660,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20665,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20665,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20810,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS20810,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20820,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS20820,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS20835,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS20835,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21080,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21080,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21100,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21100,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21105,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21105,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21110,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21110,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21115,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21115,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21130,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS21130,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21140,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS21140,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21185,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS21185,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21235,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS21235,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21260,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS21260,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21340,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21340,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21480,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21480,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21490,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21490,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21575,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21575,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21600,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS21600,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21840,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21840,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21880,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS21880,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21910,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS21910,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS21915,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS21915,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22035,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS22035,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22055,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS22055,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22080,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS22080,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22105,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS22105,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22365,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS22365,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22370,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS22370,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22385,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS22385,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22520,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS22520,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22585,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS22585,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22615,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS22615,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22625,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS22625,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22665,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS22665,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22720,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS22720,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22740,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS22740,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22780,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS22780,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22795,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS22795,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22825,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS22825,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS22940,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS22940,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23230,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS23230,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23275,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS23275,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23375,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS23375,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23420,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS23420,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23435,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS23435,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23520,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS23520,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23530,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS23530,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23585,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS23585,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23600,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS23600,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23605,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS23605,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23690,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS23690,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23790,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS23790,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23805,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS23805,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23905,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS23905,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23910,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS23910,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23915,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS23915,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS23965,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS23965,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24015,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24015,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24020,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24020,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24060,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24060,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24115,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24115,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24295,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24295,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24335,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24335,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24345,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24345,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24350,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24350,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24370,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS24370,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24395,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS24395,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24400,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS24400,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24420,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24420,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24425,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24425,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24440,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24440,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24445,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24445,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24515,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS24515,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24555,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24555,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24570,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24570,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24595,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS24595,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24760,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24760,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS24905,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS24905,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,EW036_RS26140_RNA,transcriptome,rna_quantified,0,,,directly_observed,aligned_multiomics.csv (RNA_RPMI/RNA_Sera),observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,WP_001389366.1,proteome,protein_quantified,0,,,directly_observed,aligned_multiomics.csv (Protein_RPMI/Protein_Sera),observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,EW036_RS26135,genome,genomic_proximity,1,EW036_RS26140;EW036_RS26135,genomic_proximity,graph_derived,edges_gene_genomic_proximity_gene.csv,graph_derived
B36,dfrA17,trimethoprim,EW036_RS26140,genome,EW036_RS26145,genome,genomic_proximity,1,EW036_RS26140;EW036_RS26145,genomic_proximity,graph_derived,edges_gene_genomic_proximity_gene.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,Triple_EW036_RS26140,hypergraph,hyperedge_membership,1,WP_001389366.1;Triple_EW036_RS26140,member_of:multi_omics_triple,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,map01100,hypergraph,hyperedge_membership,1,WP_001389366.1;map01100,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,ko01100,hypergraph,hyperedge_membership,1,WP_001389366.1;ko01100,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,map00670,hypergraph,hyperedge_membership,1,WP_001389366.1;map00670,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,ko00670,hypergraph,hyperedge_membership,1,WP_001389366.1;ko00670,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
