strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS07995,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08000;EW036_RS07995,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08005,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08000;EW036_RS08005,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08040,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08045;EW036_RS08040,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08050,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08045;EW036_RS08050,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08145,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08150;EW036_RS08145,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08155,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08150;EW036_RS08155,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08265,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08270;EW036_RS08265,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08620,genome,graph_context,3,EW036_RS26225;COG_V: Defense mechanisms;EW036_RS08625;EW036_RS08620,member_of_cog_category;member_of_cog_category;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08690,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS08695;EW036_RS08690,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS08705,genome,graph_context,3,EW036_RS26225;ko01501;EW036_RS08700;EW036_RS08705,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS09060,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS09065;EW036_RS09060,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS09070,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS09065;EW036_RS09070,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS09415,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS09420;EW036_RS09415,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaCTX-M-15,beta_lactam,EW036_RS26225,genome,EW036_RS09430,genome,graph_context,3,EW036_RS26225;ko01130;EW036_RS09425;EW036_RS09430,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26250_RNA,transcriptome,rna_quantified,0,,,directly_observed,aligned_multiomics.csv (RNA_RPMI/RNA_Sera),observed
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_001334766.1,proteome,protein_quantified,0,,,directly_observed,aligned_multiomics.csv (Protein_RPMI/Protein_Sera),observed
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26245,genome,genomic_proximity,1,EW036_RS26250;EW036_RS26245,genomic_proximity,graph_derived,edges_gene_genomic_proximity_gene.csv,graph_derived
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26255,genome,genomic_proximity,1,EW036_RS26250;EW036_RS26255,genomic_proximity,graph_derived,edges_gene_genomic_proximity_gene.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,Triple_EW036_RS26250,hypergraph,hyperedge_membership,1,WP_001334766.1;Triple_EW036_RS26250,member_of:multi_omics_triple,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,map01501,hypergraph,hyperedge_membership,1,WP_001334766.1;map01501,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,ko01501,hypergraph,hyperedge_membership,1,WP_001334766.1;ko01501,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,COG_V: Defense mechanisms,hypergraph,hyperedge_membership,1,WP_001334766.1;COG_V: Defense mechanisms,member_of:cog_category,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,beta_lactam_resistance,hypergraph,hyperedge_membership,1,WP_001334766.1;beta_lactam_resistance,member_of:amr_mechanism,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,GO:0042597: C:periplasmic space,hypergraph,hyperedge_membership,1,WP_001334766.1;GO:0042597: C:periplasmic space,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,GO:0046677: P:response to antibiotic,hypergraph,hyperedge_membership,1,WP_001334766.1;GO:0046677: P:response to antibiotic,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,GO:0008658: F:penicillin binding,hypergraph,hyperedge_membership,1,WP_001334766.1;GO:0008658: F:penicillin binding,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,GO:0008800: F:beta-lactamase activity,hypergraph,hyperedge_membership,1,WP_001334766.1;GO:0008800: F:beta-lactamase activity,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,WP_001334766.1,hypergraph,GO:0017001: GO:0017001,hypergraph,hyperedge_membership,1,WP_001334766.1;GO:0017001: GO:0017001,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,ko01501,kegg,in_pathway,1,EW036_RS26250;ko01501,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,map01501,kegg,in_pathway,1,EW036_RS26250;map01501,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,V,cog,cog_category,1,EW036_RS26250;V,cog_category,annotation_mediated,edges_gene_cog_category_annotation.csv (eggNOG/COG),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0008658,go,go_annotation,1,WP_001334766.1;GO:0008658,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0008800,go,go_annotation,1,WP_001334766.1;GO:0008800,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0017001,go,go_annotation,1,WP_001334766.1;GO:0017001,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0042597,go,go_annotation,1,WP_001334766.1;GO:0042597,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0046677,go,go_annotation,1,WP_001334766.1;GO:0046677,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0008658,go,go_annotation,1,WP_001334766.1;GO:0008658,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0008800,go,go_annotation,1,WP_001334766.1;GO:0008800,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0017001,go,go_annotation,1,WP_001334766.1;GO:0017001,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0042597,go,go_annotation,1,WP_001334766.1;GO:0042597,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,blaOXA-1,beta_lactam,WP_001334766.1,proteome,GO:0046677,go,go_annotation,1,WP_001334766.1;GO:0046677,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,beta_lactam,ppi_amr,amr_mechanism,1,EW036_RS26250;beta_lactam,associated_with,annotation_mediated,amr_manifest / edges_gene_associated_with_annotation.csv,annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS00555,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS00555,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS01240,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS01240,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS01245,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS01245,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS01400,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS01400,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS01575,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS01575,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS02045,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS02045,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS03810,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS03810,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS06390,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS06390,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS08625,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS08625,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS08700,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS08700,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS09495,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS09495,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS09545,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS09545,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS10165,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS10165,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS10610,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS10610,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS10615,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS10615,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS10625,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS10625,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS10630,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS10630,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS11280,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS11280,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS11445,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS11445,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS15630,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS15630,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS16290,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS16290,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS17050,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS17050,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS17110,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS17110,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS17475,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS17475,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS17485,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS17485,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS18305,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS18305,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS18680,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS18680,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS19080,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS19080,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS19085,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS19085,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS19980,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS19980,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS20805,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS20805,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS20925,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS20925,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS20930,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS20930,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS21785,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS21785,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS21795,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS21795,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS22125,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS22125,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS22130,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS22130,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS23165,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS23165,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26225,genome,graph_context,2,EW036_RS26250;map01501;EW036_RS26225,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26240,genome,graph_context,2,EW036_RS26250;EW036_RS26245;EW036_RS26240,genomic_proximity;genomic_proximity,graph_derived,bounded_BFS (<= 4 hops),graph_derived
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26260,genome,graph_context,2,EW036_RS26250;EW036_RS26255;EW036_RS26260,genomic_proximity;genomic_proximity,graph_derived,bounded_BFS (<= 4 hops),graph_derived
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26290,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS26290,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26295,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS26295,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,EW036_RS26300,genome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;EW036_RS26300,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000003317.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000003317.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000016907.1,proteome,graph_context,2,WP_001334766.1;GO:0042597: C:periplasmic space;WP_000016907.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000024904.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000024904.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000051565.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000051565.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000058884.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000058884.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000074527.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000074527.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000084387.1,proteome,graph_context,2,WP_001334766.1;GO:0042597: C:periplasmic space;WP_000084387.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000091291.1,proteome,graph_context,2,WP_001334766.1;GO:0042597: C:periplasmic space;WP_000091291.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000091945.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000091945.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000117262.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000117262.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000130100.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000130100.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000135224.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000135224.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000150638.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000150638.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000171980.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000171980.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000188152.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000188152.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000195961.1,proteome,graph_context,2,WP_001334766.1;GO:0008658: F:penicillin binding;WP_000195961.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000211225.1,proteome,graph_context,2,WP_001334766.1;GO:0042597: C:periplasmic space;WP_000211225.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000239590.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000239590.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000246815.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000246815.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000259031.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000259031.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000263098.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000263098.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000366620.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000366620.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000424395.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000424395.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000447529.1,proteome,graph_context,2,WP_001334766.1;GO:0046677: P:response to antibiotic;WP_000447529.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,blaOXA-1,beta_lactam,EW036_RS26250,genome,WP_000469031.1,proteome,graph_context,2,EW036_RS26250;COG_V: Defense mechanisms;WP_000469031.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
